_id,firstName,middleName,lastName,fullGivenName,nameNick,pos,height,weight,college,birthDate,birthCity,birthCountry,highSchool,hsCity,hsState,hsCountry,players_teams,awards_players
kostita01w,Tanja,,Kostic,Tanja Kostic,,F,73.0,163,Oregon State,1972-11-10,,,,,,,,
kraayca01w,Cathrine,,Kraayeveld,Cathrine Kraayeveld,,F,76.0,180,Oregon,1981-09-30,,,,,,,,
kubikni01w,Nicole,,Kubik,Nicole Kubik,,G,69.0,145,Nebraska,1978-03-01,,,,,,,,
kukloan01w,Andrea,,Kuklova,Andrea Kuklova,,G,72.0,150,,1971-07-16,,,,,,,,
laceyal01w,Alison,Mavis,Lacey,Alison Lacey,,G,72.0,159,Iowa State,1987-12-26,Canberra,AUS,,,,,,
laceytr99w,Trudi,,Lacey,Trudi Lacey,,,0.0,0,,0000-00-00,,,,,,,,
lacyje01w,Jennifer,,Lacy,Jennifer Lacy,,F,75.0,175,Pepperdine,1983-03-21,,,,,,,,
lacyna01w,Natasha,,Lacy,Natasha Lacy,,G,70.0,165,UTEP (sr),1985-07-08,El Paso,USA,Montwood,El Paso,TX,USA,,
lacyve01w,Venus,Milette,Lacy,Venus Lacy,,C,76.0,234,Louisiana Tech,1967-02-09,Ruston,USA,,,,,,
laimbbi01w,Bill,,Laimbeer,Bill Laimbeer,,,0.0,0,,0000-00-00,,,,,,,,
lambesh01w,Sheila,Monique,Lambert,Sheila Lambert,,G,67.0,125,Baylor,1980-07-21,Seattle,USA,Chief Sealth,Seattle,WA,USA,,
lambmo01w,Monica,,Lamb,Monica Lamb,,C,77.0,206,USC,1964-10-11,,,,,,,,
langeme01w,MerleLynn,Sabine,Lange-Harris,MerleLynn Lange-Harris,,F-C,78.0,205,UNLV,1969-04-28,Toronto,CAN,,,,,,
langhcr01w,Crystal,,Langhorne,Crystal Langhorne,,F-C,74.0,184,Maryland,1986-10-27,,,Willingboro,Willingboro,NJ,USA,,
langja01w,Jamillah,,Lang,Jamillah Lang,,F,72.0,185,Colorado,1972-06-23,,,,,,,,
larakr01w,Krystyna,,Lara (nee Szymanska),Krystyna Lara,,G,68.0,130,,1969-09-30,Nidzica,POL,,,,,,
larkier01w,Erlana,,Larkins,Erlana Larkins,,F,73.0,210,North Carolina,1986-04-02,,,The Benjamin School,North Palm Beach,FL,USA,,
lassiam01w,Amanda,,Lassiter,Amanda Lassiter,,F,73.0,160,Missouri,1979-06-09,,,,,,,,
lattaiv01w,Ivory,,Latta,Ivory Latta,,G,66.0,143,North Carolina,1984-09-24,,,York,McConnells,SC,USA,,
lavenja01w,Jantel,,Lavender,Jantel Lavender,,C,76.0,185,Ohio State,1988-11-12,Cleveland,USA,Central Catholic,Cleveland,OH,USA,,
lawsoed01w,Edwige,,Lawson-Wade,Edwige Lawson-Wade,,G,66.0,130,,1979-05-14,Rennes,FRA,,,,,,
lawsoka01w,Kara,Maria,Lawson,Kara Lawson,,G,69.0,165,Tennessee,1981-02-14,Alexandria,USA,West Springfield,Springfield,VA,USA,,
laydefr99w,Frank,,Layden,Frank Layden,,,0.0,0,,0000-00-00,,,,,,,,
lazicka01w,Katarina,,Lazic,Katarina Lazic,,F-C,70.0,147,,1980-05-25,,,,,,,,
lehnish01w,Shalee,,Lehning,Shalee Lehning,,G,69.0,147,Kansas State,1986-10-27,,,,,,,,
lennobe01w,Betty,,Lennox,Betty Lennox,,G,68.0,143,Louisiana Tech,1976-12-04,,,,,,,,
leslili01w,Lisa,Deshawn,Leslie,Lisa Leslie,,C,77.0,170,USC,1972-07-07,Gardena,USA,,,,,,
leuchye01w,Yelena,Stepanovna,Leuchanka,Yelena Leuchanka,,C,77.0,195,West Virginia,1983-04-30,Gomel,URS,,,,,,
levanni01w,Nicole,,Levandusky,Nicole Levandusky,,G,68.0,163,Xavier,1979-05-17,,,,,,,,
levesni01w,Nicole,,Levesque,Nicole Levesque,,G,63.0,115,Wake Forest,1972-04-11,,,,,,,,
lewisji99w,Jim,,Lewis,Jim Lewis,,,0.0,0,,0000-00-00,,,,,,,,
lewista01w,Takeisha,,Lewis,Takeisha Lewis,,F-C,74.0,212,Louisiana Tech,1979-07-10,,,Pineview,Lisbon,LA,USA,,
lewisty01w,Tynesha,,Lewis,Tynesha Lewis,,G,70.0,152,North Carolina State,1979-05-08,,,,,,,,
liebena01w,Nancy,Lizabeth,Lieberman-Cline,Nancy Lieberman-Cline,"Flame,Lady Magic",G,70.0,150,Old Dominion,1958-07-01,Brooklyn,USA,Far Rockaway,Far Rockaway,NY,USA,,
lilleta01w,Taylor,Paige,Lilley,Taylor Lilley,,G,66.0,130,Oregon,1988-02-29,Van Nuys,USA,Hart,Newhall,CA,USA,,
listr01w,Tracy,,Lis,Tracy Lis,,G-F,70.0,0,Providence,0000-00-00,,,,,,,,
littlca01w,Camille,,Little,Camille Little,,F,74.0,180,North Carolina,1985-01-18,,,Carver,Winston-Salem,NC,USA,,
lloydan01w,Andrea,Lane,Lloyd Curry,Andrea Lloyd Curry,,F,74.0,175,Texas,1965-02-09,Moscow,USA,,,,,,
lobore01w,Rebecca,Rose,Lobo,Rebecca Lobo,,F,76.0,190,Connecticut,1973-10-06,Hartford,USA,,,,,,
lovelst01w,Stacey,,Lovelace,Stacey Lovelace,,F,76.0,170,Purdue,1974-12-05,,,,,,,,
lowreja99w,Jan,,Lowrey,Jan Lowrey,,,0.0,0,,0000-00-00,,,,,,,,
luckepa01w,Pat,,Luckey,Pat Luckey,,F,73.0,165,Houston,1975-05-14,,,San Marcos,San Marcos,TX,USA,,
luzhe01w,Helen,Cristina Santos,Luz,Helen Luz,,G,68.0,144,,1972-11-23,Aracatuba,BRA,,,,,,
lyttlsa01w,Sancho,,Lyttle,Sancho Lyttle,,F,76.0,175,Houston,1983-09-20,,,,,,,,
mabikmw01w,Mwadi,Marie,Mabika,Mwadi Mabika,,G-F,71.0,165,,1976-07-27,Kinshasa,ZAI,,,,,,
macchla01w,Laura,,Macchi,Laura Macchi,,F,73.0,169,,1979-05-24,,,,,,,,
machacl01w,Clarisse,,Machanguana,Clarisse Machanguana,,C-F,77.0,180,Old Dominion,1976-10-04,,,,,,,,
maherto99w,Tom,,Maher,Tom Maher,,,0.0,0,,0000-00-00,,,,,,,,
mahonme01w,Megan,Marie,Mahoney,Megan Mahoney,,F,72.0,160,Kansas State,1983-02-13,,,Sturgis Brown,Sturgis,SD,USA,,
mahonsh01w,Shea,,Mahoney,Shea Mahoney,,F,76.0,178,Western Kentucky,1977-07-03,,,,,,,,
mahorri01w,Rick,,Mahorn,Rick Mahorn,,,0.0,0,,0000-00-00,,,,,,,,
maigaha01w,Hamchetou,,Maiga-Ba,Hamchetou Maiga-Ba,,G-F,73.0,160,Old Dominion,1978-04-25,Bamako,MLI,,,,,,
malcona01w,Nadine,,Malcolm,Nadine Malcolm,,F,73.0,170,Providence,1975-11-27,,,,,,,,
malloam01w,Amy,,Mallon,Amy Mallon,,G,64.0,148,St. Joseph's,1970-04-21,,,,,,,,
malloso01w,Sonja,,Mallory,Sonja Mallory,,C,77.0,210,Georgia Tech,1981-09-02,,,,,,,,
maltsev01w,Evanthia,,Maltsi,Evanthia Maltsi,,G,71.0,165,,1978-12-20,Goumenissa,GRE,,,,,,
mannish01w,Sharon,,Manning,Sharon Manning,,F-C,75.0,186,North Carolina State,1969-03-20,,,,,,,,
mannkr01w,Kristen,,Mann,Kristen Mann,,F,73.0,185,UC Santa Barbara,1983-08-10,,,,,,,,
mapprh01w,Rhonda,,Mapp,Rhonda Mapp,,C,74.0,190,North Carolina State,1969-10-13,,,,,,,,
marcimi01w,Michelle,,Marciniak,Michelle Marciniak,,G,70.0,154,Tennessee,1973-10-29,,,,,,,,
margiga01w,Gabriela,,Marginean,Gabriela Marginean,,F,73.0,164,Drexel,1987-02-12,Cluj-Napoca,ROM,,,,,,
martima01w,Maylana,,Martin,Maylana Martin,,F,76.0,172,UCLA,1978-04-17,,,,,,,,
martinu01w,Nuria,,Martinez Prat,Nuria Martinez,,G,69.0,167,,1984-02-29,"Mataro,Barcelona",ESP,,,,,,
mascira01w,Raffaella,,Masciadri,Raffaella Masciadri,,F,72.0,169,,1980-09-30,,,,,,,,
maslemi01w,Missy,,Masley,Missy Masley,,F,74.0,170,Penn State,1974-10-10,,,,,,,,
matteca01w,Caity,,Matter,Caity Matter,,G,69.0,167,Ohio State,1982-08-22,,,,,,,,
matteka01w,Katie,,Feenstra Mattera,Katie Feenstra Mattera,,C,80.0,240,Liberty,1982-11-17,,,,,,,,
maxwean01w,Anita,,Maxwell,Anita Maxwell,,F,71.0,186,New Mexico State,1974-04-07,,,,,,,,
maxwemo01w,Monica,,Maxwell,Monica Maxwell,,F,69.0,162,Louisiana Tech,1976-12-21,,,,,,,,
maytuet01w,Etta,V.,Maytubby,Etta Maytubby,,F,72.0,0,Oklahoma,1973-04-28,,,,,,,,
mazzake01w,Kelly,,Mazzante,Kelly Mazzante,,G,72.0,155,Penn State,1982-02-02,,,,,,,,
mccaibr01w,Brandi,,McCain,Brandi McCain,,G,63.0,135,Florida,1979-09-21,,,Silsbee,Silsbee,TX,USA,,
mccaiti01w,Tiffany,,McCain,Tiffany McCain,,G-F,70.0,167,Kentucky,1976-10-06,,,,,,,,
mccanra01w,Rashanda,Chanee',McCants,Rashanda McCants,,F,73.0,161,North Carolina,1986-11-17,,,Asheville,Asheville,NC,USA,,
mccarja01w,Janel,,McCarville,Janel McCarville,,C,74.0,205,Minnesota,1982-11-03,,,,,,,,
mccarjo01w,Joanne,,McCarthy,Joanne McCarthy,,G,67.0,130,Illinois-Chicago,1974-10-26,Chicago,USA,,,,,,
mccarst01w,Stephanie,,McCarty,Stephanie McCarty,,G-F,69.0,155,Purdue,1977-06-20,,,,,,,,
mcclaka01w,Katrina,Felicia,McClain,Katrina McClain,,F-C,74.0,180,Georgia,1965-09-19,Washington,USA,,,,,,
mcconsu01w,Suzanne,Theresa,McConnell Serio,Suzie McConnell Serio,Suzie,G,65.0,125,Penn State,1966-07-29,Pittsburgh,USA,,,,,,
mccouan01w,Angel,Lajuane,McCoughtry,Angel McCoughtry,,F,73.0,160,Louisville,1986-09-10,Baltimore,USA,,,,,,
mccrada01w,Danielle,,McCray,Danielle McCray,,G-F,71.0,170,Kansas,1987-10-08,Boynton Beach,USA,Olathe East,Olathe,KS,USA,,
mccrani01w,Nikki,K.,McCray,Nikki McCray,,G,71.0,158,Tennessee,1971-12-11,Collierville,USA,,,,,,
mccrini01w,Nicky,,McCrimmon,Nicky McCrimmon,,G,68.0,125,USC,1972-03-22,,,,,,,,
mcculda01w,Danielle,,McCulley,Danielle McCulley,,F-C,75.0,180,Western Kentucky,1975-01-18,,,,,,,,
mcgeepa01w,Pamela,Denise,McGee,Pamela McGee,,C-F,75.0,200,USC,1962-12-01,Flint,USA,,,,,,
mcgheca01w,Carla,Renee,McGhee,Carla McGhee,,F-C,73.0,179,Tennessee,1968-03-06,Peoria,USA,,,,,,
mchugma99w,Maura,,McHugh,Maura McHugh,,,0.0,0,,0000-00-00,,,,,,,,
mckivte01w,Teana,,Miller,Teana Miller,,C-F,75.0,220,Tulane,1980-10-05,,,,,,,,
mcwilta01w,Taj,,McWilliams-Franklin,Taj McWilliams-Franklin,,F-C,74.0,188,St. Edwards,1970-10-20,,,,,,,,
meadoma99w,Marynell,,Meadors,Marynell Meadors,,,0.0,0,,0000-00-00,,,,,,,,
melvich01w,Chasity,,Melvin,Chasity Melvin,,C-F,75.0,185,North Carolina State,1976-05-03,,,,,,,,
mendigi01w,Giuliana,,Mendiola,Giuliana Mendiola,,G,71.0,174,Washington,1982-01-09,,,,,,,,
miaomi01w,Lijie,,Miao,Miao Miao,Miao Miao,G,71.0,153,,1981-06-03,Harbin,CHN,,,,,,
millebr01w,Britany,,Miller,Britany Miller,,C,76.0,0,Florida State,1987-08-10,,,,,,,,
millech99w,Cheryl,,Miller,Cheryl Miller,,,0.0,0,,0000-00-00,,,,,,,,
milleco01w,Coco,,Miller,Coco Miller,,G,69.0,140,Georgia,1978-09-06,,,Rochester Mayo,Rochester,MN,USA,,
milleke01w,Kelly,,Miller,Kelly Miller,,G,70.0,140,Georgia,1978-09-06,,,Rochester Mayo,Rochester,MN,USA,,
millsta01w,Tausha,,Mills,Tausha Mills,,C,75.0,232,Alabama,1976-02-29,,,,,,,,
miltode01w,DeLisha,Lachell,Milton-Jones,DeLisha Milton-Jones,,F,73.0,185,Florida,1974-09-11,Jessup,USA,Bradswell Institute,Hinesville,GA,USA,,
mitchle01w,Leilani,,Mitchell,Leilani Mitchell,,G,65.0,130,Utah,1985-06-15,,,,,,,,
mizrali01w,Limor,,Mizrachi,Limor Mizrachi,,G,67.0,130,Maryland,1970-06-24,,,,,,,,
moeggli01w,Liz,,Moeggenberg,Liz Moeggenberg,,F,73.0,195,Michigan State,1984-05-25,,,,,,,,
moisead01w,Adriana,,Moises Pinto,Adriana Moises,Adrianinha,G,66.0,140,,1978-12-06,Franca,BRA,,,,,,
mokanch01w,Chanel,Modiri,Mokango,Chanel Mokango,,F,77.0,0,Mississippi State (jr-sr),1988-10-13,Kinshasa,COD,,Kinshasa,,COD,,
monroja01w,Jacinta,,Monroe,Jacinta Monroe,,C,77.0,162,Florida State,1988-09-04,,,Stranahan,Fort Lauderdale,FL,USA,,
montaan01w,Anna,,Montanana Gimeno,Anna Montanana,,F,73.0,190,George Washington,1980-10-24,Valencia,ESP,,,,,,
montgal01w,Alexandria,Rochell,Montgomery,Alex Montgomery,Alex,G-F,73.0,185,Georgia Tech,1988-11-12,Tacoma,USA,Lincoln,Tacoma,WA,USA,,
montgre01w,Renee,,Montgomery,Renee Montgomery,,G,67.0,139,Connecticut,1986-12-02,,,,,,,,
mooreja01w,Jackie,,Moore,Jackie Moore,,C,73.0,207,Long Beach State,1979-11-06,,,,,,,,
mooreje01w,Jessica,,Moore,Jessica Moore,,F-C,75.0,175,Connecticut,1982-07-09,,,,,,,,
moorelo01w,Loree,,Moore,Loree Moore,,G,69.0,165,Tennessee,1983-03-21,,,Narbonne,,CA,USA,,
moorema01w,Maya,April,Moore,Maya Moore,,F,72.0,175,Connecticut,1989-06-11,Jefferson City,USA,Collins Hill,Suwanee,GA,USA,,
moorena01w,Navonda,,Moore,Navonda Moore,,G,70.0,145,Alabama,1984-11-04,,,,,,,,
moorepe01w,Penny,,Moore,Penny Moore,,F,72.0,135,Long Beach State,1969-01-25,,,,,,,,
mooreta01w,Tamara,,Moore,Tamara Moore,,G-F,71.0,167,Wisconsin,1980-04-11,,,Minneapolis North,Minneapolis,MN,USA,,
mooreyo01w,Yolanda,,Moore,Yolanda Moore,,F,72.0,174,Mississippi,1974-07-01,Port Gibson,USA,Port Gibson,Port Gibson,MS,USA,,
moosca01w,Carolyn,,Moos,Carolyn Moos,,F-C,78.0,182,Stanford,1978-05-23,,,The Blake School,Wayzata,MN,USA,,
morehmo01w,Monique,,Morehouse,Monique Morehouse,,F-C,75.0,175,Auburn,1974-01-18,,,,,,,,
morgale01w,Leslie,,Morgan,Leslie Morgan,,F,73.0,0,Francis Marion,1969-11-01,,,,,,,,
morrich01w,Cherilyn,,Morris,Cherilyn Morris,,F,0.0,0,Southern Nazarene,0000-00-00,,,,,,,,
morrije01w,Jene,Nicole,Morris,Jene Morris,,G,69.0,146,San Diego State,1987-07-21,San Francisco,USA,Urban,San Francisco,CA,USA,,
morrila01w,Laticia,,Morris,Laticia Morris,,F,73.0,160,Auburn,1974-05-26,,,,,,,,
morrizi01w,Ziomara,Esket,Morrison Jana,Ziomara Morrison,,C,76.0,0,none,1989-02-15,Santiago,CHI,,,,,,
mosbybe01w,Bernice,,Mosby,Bernice Mosby,,F,73.0,172,Baylor,1984-02-14,,,,,,,,
mosleju01w,Judy,,Mosley-McAfee,Judy Mosley-McAfee,,F,73.0,170,Hawai'i,1968-03-17,,,,,,,,
moweje01w,Jennifer,,Mowe,Jenny Mowe,Jenny,C,77.0,236,Oregon,1978-02-25,,,Powers,Powers,OR,USA,,
mulitna01w,Naomi,,Mulitauaopele,Naomi Mulitauaopele,,C,75.0,207,Stanford,1976-03-06,,,,,,,,
murphma99w,Mary,,Murphy,Mary Murphy,,,0.0,0,,0000-00-00,,,,,,,,
murphsh01w,Eshaya,,Murphy,Shay Murphy,Shay,G,71.0,164,USC,1985-04-15,,,,,,,,
nagyan01w,Andrea,,Nagy,Andrea Nagy,,G,67.0,147,Florida International,1971-11-16,,,,,,,,
nanch01w,Chen,,Nan,Chen Nan,,C,78.0,204,,1983-01-06,Qingdao,CHN,,,,,,
ndiayas01w,Astou,,Ndiaye-Diatta,Astou Ndiaye-Diatta,,F-C,75.0,182,Southern Nazarene,1973-11-05,Kaolack,SEN,,,,,,
ndongem01w,Emmeline,,Ndongue,Emmeline Ndongue,,C,74.0,170,,1983-04-25,Auxerre,FRA,,,,,,
nemcoev01w,Eva,,Nemcova,Eva Nemcova,,F,74.0,178,,1972-12-03,Prague,TCH,,,,,,
neroja01w,Jacque,,Nero,Jacque Nero,,F,71.0,180,Alabama-Birmingham,1968-11-08,,,,,,,,
nevescl01w,Claudia,Maria,das Neves,Claudia Neves,Claudinha,G,68.0,136,,1975-02-17,Guaraja,BRA,,,,,,
newtoch01w,Chelsea,,Newton,Chelsea Newton,,G,71.0,154,Rutgers,1983-02-17,,,Carroll,Monroe,LA,USA,,
ngarsch01w,Christelle,,N'Garsanet,Christelle N'Garsanet,,C,75.0,168,Missouri,1983-06-23,,,,,,,,
ngoyibe01w,Bernadette,,Ngoyisa,Bernadette Ngoyisa,,C,76.0,195,,1982-08-26,,ZAI,,,,,,
nichoti01w,Tina,,Nicholson,Tina Nicholson,,G,63.0,146,Penn State,1973-09-27,,,Downingtown,Downingtown,PA,USA,,
nieuwma01w,Marlous,,Nieuwveen,Marlous Nieuwveen,,C,77.0,180,Valparaiso,1980-04-12,,,,,,,,
nikolmi01w,Mila,,Nikolich,Mila Nikolich,,F,75.0,185,,1971-07-04,,,,,,,,
nnamach01w,Chioma,,Nnamaka,Chioma Nnamaka,,G,72.0,156,Georgia Tech,1985-06-15,,,,,,,,
nolande01w,Deanna,,Nolan,Deanna Nolan,,G-F,69.0,147,Georgia,1979-08-25,,,,,,,,
novosna01w,Natalie,,Novosel,Natalie Novosel,,G,71.0,165,Notre Dame,0000-00-00,,,,,,,,
nygaava01w,Vanessa,,Nygaard,Vanessa Nygaard,,F,73.0,166,Stanford,1975-03-13,Scottsdale,USA,Carlsbad,Carlsbad,CA,USA,,
ogayu01w,Yuko,,Oga,Yuko Oga,,G,66.0,140,,1982-10-17,Yamagata City,JPN,Nagoya College,Nagoya,,JPN,,
ogwumnn01w,Nneka,,Ogwumike,Nneka Ogwumike,,F,74.0,0,Stanford,1990-07-02,,,Cy-Fair,Cypress,TX,USA,,
oheaje01w,Jenna,,O'Hea,Jenna O'Hea,,G-F,73.0,174,Australian Institute of Sport,1987-06-06,Traralgon,AUS,Caulfield Grammar,Melbourne,VIC,AUS,,
ohldeni01w,Nicole,,Ohlde,Nicole Ohlde,,F-C,77.0,190,Kansas State,1982-03-13,,,,,,,,
olajuab01w,Alon,Abisola Ariscate Ajo,Olajuwon,Abi Olajuwon,Abi,C,76.0,236,Oklahoma,1988-07-06,Houston,USA,Marlborough School,Los Angeles,CA,USA,,
oneilkr01w,Kristen,,O'Neill,Kristen O'Neill,,G-F,73.0,158,Washington,1983-04-12,,,,,,,,
orrki01w,Kira,,Orr,Kira Orr,,G,66.0,141,Duke,1975-09-16,,,,,,,,
osburde01w,Debbie,,Osburn,Debbie Osburn,,C,76.0,0,Oregon,1972-02-11,,,,,,,,
osipoir01w,Irina,Viktorovna,Osipova,Irina Osipova,,C,77.0,190,,1981-06-25,Moscow,URS,,,,,,
overtbo99w,Bo,,Overton,Bo Overton,,,0.0,0,,0000-00-00,,,,,,,,
owenhe01w,Heather,,Owen,Heather Owen,,F,77.0,212,Stanford,1976-05-06,,,Moscow,Moscow,ID,USA,,
owenssh01w,Shantia,,Owens,Shantia Owens,,C,74.0,175,Kentucky,1978-05-16,,,,,,,,
pageda01w,Danielle,,Page,Danielle Page,,F,74.0,179,Nebraska,1986-11-14,,,,,,,,
pagemu01w,Murriel,,Page,Murriel Page,,F,74.0,160,Florida,1975-09-18,,,,,,,,
paigeyo01w,Yolanda,,Paige,Yolanda Paige,,G,66.0,147,West Virginia,1983-09-18,,,,,,,,
paliesa01w,Sabrina,,Palie,Sabrina Palie,,G,67.0,159,,1981-07-23,,,,,,,,
palmewe01w,Wendy,,Palmer,Wendy Palmer,,F,74.0,165,Virginia,1974-08-12,Timberlake,USA,Person Senior,Roxboro,NC,USA,,
parisco01w,Courtney,,Paris,Courtney Paris,,C,76.0,250,Oklahoma,1987-09-21,,,Piedmont,Piedmont,CA,USA,,
parkeca01w,Candace,Nicole,Parker,Candace Parker,,F,76.0,175,Tennessee,1986-04-19,St. Louis,USA,Naperville Central,Naperville,IL,USA,,
parsoca99w,Cathy,,Parson,Cathy Parson,,,0.0,0,,0000-00-00,,,,,,,,
pascafl01w,Florina,,Pascalau,Florina Pascalau,,C,76.0,187,,1982-01-19,,,,,,,,
paschti01w,Tia,,Paschal,Tia Paschal,,F,73.0,165,Florida State,1969-03-22,,,,,,,,
pavlimi01w,Michaela,,Pavlickova,Michaela Pavlickova,,F-C,75.0,175,Denver,1977-11-27,,,,,,,,
payeka01w,Kate,,Paye,Kate Paye,,G,68.0,150,Stanford,1974-03-06,,,,,,,,
peckca99wc,Carolyn,,Peck,Carolyn Peck,,,0.0,0,,0000-00-00,,,,,,,,
pederka01w,Kayla,,Pedersen,Kayla Pedersen,,F,76.0,190,Stanford,1989-04-04,Flint,USA,Red Mountain,Mesa,AZ,USA,,
penicti01w,Ticha,,Penicheiro,Ticha Penicheiro,,G,71.0,145,Old Dominion,1974-09-18,,,,,,,,
pennjo01w,Jocelyn,,Penn,Jocelyn Penn,,F,72.0,160,South Carolina,1979-09-10,,,,,,,,
perazja01w,Jasmina,,Perazic-Gipe,Jasmina Perazic-Gipe,,G-F,72.0,170,Maryland,1960-12-06,Novi Sad,YUG,,,,,,
perkiji01w,Jia,,Perkins,Jia Perkins,,G,68.0,155,Texas Tech,1982-02-23,,,,,,,,
perpeer01w,Erin,,Buescher Perperoglou,Erin Buescher Perperoglou,,F-G,75.0,181,The Master's College,1979-06-05,,,,,,,,
perroki01w,Kim,,Perrot,Kim Perrot,,G,65.0,130,SW Louisiana,1967-01-18,,,,,,,,
peterde01w,Devereaux,,Peters,Devereaux Peters,,F,74.0,170,Notre Dame,1989-10-08,,,,,,,,
petroso01w,Sonja,,Petrovic,Sonja Petrovic,,F,73.0,0,none,1989-02-18,,,,,,,,
pettibr01w,Bridget,,Pettis,Bridget Pettis,,G,69.0,150,Florida,1971-01-01,,,,,,,,
philler01w,Erin,Victoria,Phillips,Erin Phillips,,G,67.0,162,,1985-05-19,Carlton,AUS,,,,,,
phillpo01w,Porsha,Janel,Phillips,Porsha Phillips,,F,74.0,173,Georgia,1988-01-13,Stone Mountain,USA,Redan,Redan,GA,USA,,
phillta01w,Tari,,Phillips,Tari Phillips,,F-C,74.0,200,Central Florida,1969-03-06,,,,,,,,
phillta02w,Ta'shia,,Phillips,Ta'shia Phillips,,C,78.0,198,Xavier,1989-01-24,Indianapolis,USA,Brebeuf Jesuit,Indianapolis,IN,USA,,
pierspl01w,Plenette,,Pierson,Plenette Pierson,,F-C,74.0,181,Texas Tech,1981-08-30,,,,,,,,
plankju99w,Julie,,Plank,Julie Plank,,,0.0,0,,0000-00-00,,,,,,,,
plowdvi01w,Vicki,,Plowden,Vicki Plowden,,F,72.0,0,Miami (FL),1971-07-22,,,,,,,,
pohleje01w,Jeanette,,Pohlen,Jeanette Pohlen,,G,72.0,179,Stanford,1989-05-02,Downey,USA,Brea-Olinda,Brea,CA,USA,,
pollica01w,Catarina,,Pollini,Catarina Pollini,,F,77.0,165,Texas,1966-03-16,Vicenza,ITA,,,,,,
pondeca01w,Cappie,Marie,Pondexter,Cappie Pondexter,,G,69.0,160,Rutgers,1983-01-07,Oceanside,USA,John Marshall Metro,Chicago,IL,USA,,
potthan01w,Angie,,Potthoff,Angie Potthoff,,F,73.0,191,Penn State,1974-06-12,,,,,,,,
powelel01w,Elaine,,Powell,Elaine Powell,,G,68.0,150,Louisiana State,1975-08-09,,,,,,,,
powelni01w,Nicole,,Powell,Nicole Powell,,F,74.0,175,Stanford,1982-06-22,,,Mountain Pointe,Phoenix,AZ,USA,,
prahasa01w,Samantha,,Prahalis,Samantha Prahalis,,G,67.0,129,Ohio State,1990-01-23,,,,,,,,
pricear01w,Armintie,,Price,Armintie Price,,G-F,69.0,133,Mississippi,1985-04-03,,,,,,,,
pricefr01w,Franthea,,Price,Franthea Price,,G,69.0,178,Iowa,1968-04-28,,,,,,,,
priceka01w,Katrina,,Price,Katrina Price,,G,70.0,148,Stephen F. Austin,1975-12-03,,,LaVega,Waco,TX,USA,,
pridely01w,Lynn,,Pride,Lynn Pride,,F-G,74.0,180,Kansas,1978-10-16,,,Sam Houston,Arlington,TX,USA,,
princep01w,Ephiphanny,,Prince,Epiphanny Prince,,G,69.0,167,Rutgers,1988-01-11,New York,USA,Murry Bergtraum,New York,NY,USA,,
pringla01w,LaToya,,Pringle,LaToya Pringle,,F-C,75.0,162,North Carolina,1986-09-11,,,,,,,,
queenbr01w,Brooke,,Queenan,Brooke Queenan,,F,74.0,185,Boston College,1984-04-10,,,,,,,,
quiglal01w,Allie,,Quigley,Allie Quigley,,G,70.0,140,DePaul,1986-06-20,,,Joliet Catholic Academy,Joliet,IL,USA,,
quinnno01w,Noelle,,Quinn,Noelle Quinn,,G,72.0,175,UCLA,1985-01-03,,,Bishop Montgomery,Los Angeles,CA,USA,,
quinnte01w,Texlin,,Quinney,Texlin Quinney,,F,76.0,165,Seton Hall,1974-09-07,,,,,,,,
radunha01w,Hajdana,,Radunovic,Hajdana Radunovic,,C,75.0,187,,1978-01-10,,,,,,,,
raglafe01w,Felicia,,Ragland,Felicia Ragland,,G,67.0,133,Oregon State,1980-02-03,,,,,,,,
randase01w,Semeka,,Randall,Semeka Randall,,G,69.0,164,Tennessee,1979-02-07,,,Trinity,Cleveland,OH,USA,,
rasmukr01w,Kristen,,Rasmussen,Kristen Rasmussen,,F,76.0,174,Michigan State,1978-11-01,,,,,,,,
ravenbr01w,Brittainey,She Von,Raven,Brittainey Raven,,G,72.0,162,Texas,1988-08-01,Albuquerque,USA,North Crowley,Fort Worth,TX,USA,,
raymost01w,Stephanie,,Raymond,Stephanie Raymond,,G,65.0,139,Northern Illinois,1985-01-15,Rockford,USA,Lutheran,Rockford,IL,USA,,
raymota01w,Tamika,,Williams Raymond,Tamika Williams Raymond,,F,74.0,195,Connecticut,1980-04-12,,,Chaminade Julienne,Dayton,OH,USA,,
reddja01w,Jamie,,Redd,Jamie Redd,,F,73.0,164,Washington,1977-11-05,,,International Studies,San Francisco,CA,USA,,
redmoka01w,Katelan,,Redmon,Katelan Redmon,,G-F,73.0,0,Gonzaga,1988-10-11,,,Lewis and Clark,Spokane,WA,USA,,
reedbr01w,Brandy,,Reed,Brandy Reed,,F,73.0,168,Southern Mississippi,1977-02-17,,,,,,,,
reedch01w,Chastity,,Reed,Chastity Reed,,F,73.0,165,Arkansas-Little Rock,1989-03-28,New Orleans,USA,,,,,,
reedmi01w,Michelle,,Reed,Michelle Reed,,G,71.0,165,Western Kentucky,1973-05-24,,,,,,,,
reevech99wc,Cheryl,,Reeve,Cheryl Reeve,,,0.0,0,,0000-00-00,,,,,,,,
reidtr01w,Tracy,,Reid,Tracy Reid,,F,71.0,150,North Carolina,1976-11-01,,,,,,,,
