_id,year,tmID,games,minutes,points,steals,blocks
ivanyda01w,2006,SAS,31,322,42,12,0
iveyni01w,2001,IND,32,708,115,33,5
iveyni01w,2002,IND,31,439,86,16,3
iveyni01w,2003,IND,27,651,135,29,7
iveyni01w,2004,IND,15,179,34,4,3
iveyni01w,2005,DET,12,102,14,6,0
iveyni01w,2005,PHO,14,152,24,6,0
jacksan01w,1998,WAS,6,36,10,1,2
jacksde01w,2002,CLE,18,143,55,2,1
jacksde01w,2003,CLE,34,763,245,20,13
jacksde01w,2004,IND,34,804,236,29,6
jacksde01w,2005,IND,34,472,162,17,12
jacksde01w,2006,CHI,22,328,132,9,3
jacksgw01w,2003,SAS,33,975,289,15,17
jacksgw01w,2004,PHO,14,136,56,3,1
jacksgw01w,2004,SAS,19,290,61,3,3
jacksgw01w,2005,PHO,11,121,31,0,3
jacksla01w,2001,SEA,29,1001,442,54,64
jacksla01w,2002,SEA,28,882,482,30,81
jacksla01w,2003,SEA,33,1109,698,38,64
jacksla01w,2004,SEA,31,1070,634,31,62
jacksla01w,2005,SEA,34,1176,597,36,67
jacksla01w,2006,SEA,30,848,585,24,51
jacksla01w,2007,SEA,31,1020,739,31,63
jacksla01w,2008,SEA,21,694,425,31,33
jacksla01w,2009,SEA,26,843,499,38,45
jacksla01w,2010,SEA,32,993,656,30,38
jacksla01w,2011,SEA,13,322,158,13,11
jacksla01w,2012,SEA,9,167,92,4,7
jacksta01w,1997,HOU,28,545,115,45,10
jacksta01w,1998,HOU,19,160,24,4,5
jacksta01w,1998,WAS,2,14,4,0,0
jacksta01w,1999,HOU,28,382,74,15,20
jacksta01w,2000,HOU,29,339,76,12,9
jacksta01w,2001,HOU,32,442,104,22,11
jacksta01w,2002,HOU,5,69,6,3,3
jacksta02w,2000,DET,17,267,116,22,0
jacksta02w,2001,POR,32,497,132,28,0
jacksta02w,2002,POR,32,692,314,55,1
jacksta02w,2003,PHO,34,958,300,52,4
jacksta02w,2004,WAS,25,405,135,20,1
jacksta02w,2005,WAS,8,66,9,5,0
jacksta02w,2006,PHO,3,54,24,6,1
jacksti01w,1997,PHO,26,320,74,23,8
jacksti02w,2007,NYL,34,474,173,23,12
jacksti02w,2008,NYL,25,496,208,24,8
jacksti02w,2009,NYL,34,495,180,21,13
jacksti02w,2010,NYL,9,124,39,6,1
jacksti02w,2010,TUL,25,593,190,34,8
jacksti02w,2011,TUL,34,1152,423,40,21
jacobam01w,2004,MIN,32,391,101,13,0
jacobam01w,2005,MIN,33,478,121,19,4
jacobam01w,2006,MIN,34,861,279,26,2
jacobam01w,2007,MIN,29,328,93,9,0
jacobam01w,2008,LAS,5,61,10,0,0
jacobam01w,2008,WAS,6,82,10,3,0
jacobje01w,1997,PRT,22,228,34,9,0
jacobje01w,1998,PRT,4,24,0,0,0
jamesta01w,2006,WAS,21,160,57,4,2
jamesta01w,2007,WAS,31,401,167,25,4
januabr01w,2009,IND,33,683,227,36,3
januabr01w,2010,IND,30,657,222,37,4
januabr01w,2011,IND,10,286,86,15,0
januabr01w,2012,IND,31,879,320,36,4
jekaban01w,2009,CON,27,644,255,9,0
jekaban01w,2010,CON,19,352,144,9,5
joensca01w,2007,CHI,19,271,95,17,1
joensca01w,2008,CHI,26,272,99,5,2
johnsad01w,1997,CLE,25,194,53,5,1
johnsad01w,1998,CLE,29,330,133,7,4
johnsad01w,1999,ORL,29,224,57,5,2
johnsad01w,2000,ORL,32,1100,436,24,3
johnsad01w,2002,ORL,32,602,166,15,2
johnsad01w,2003,CON,34,584,173,17,1
johnsch01w,2003,LAS,8,45,6,0,1
johnsda01w,1997,NEW,38,603,274,23,6
johnsgl01w,2012,TUL,34,958,392,73,20
johnsja01w,2001,ORL,17,139,35,4,3
johnsla01w,1998,UTA,28,490,151,11,1
johnsla01w,1999,UTA,31,718,203,21,8
johnsla01w,2000,UTA,29,481,144,12,2
johnsla01w,2001,UTA,26,228,50,2,1
johnsla01w,2002,UTA,28,269,75,7,2
johnsla01w,2003,SAS,31,279,58,3,1
johnsla01w,2004,HOU,6,36,6,2,0
johnsle01w,1998,WAS,7,15,2,0,0
johnsni01w,1997,ATG,39,1438,442,91,13
johnsni01w,1998,ATG,12,406,83,21,0
johnsni01w,1998,LON,32,788,273,35,5
johnsni01w,1999,SER,15,552,145,35,3
johnsni01w,1999,CHA,31,296,47,10,2
johnsni01w,2000,CHA,6,78,26,4,0
johnspo01w,1998,CHA,24,180,62,3,2
johnspo01w,2000,CLE,12,57,17,0,1
johnspo01w,2001,CLE,18,119,28,0,2
johnspo01w,2002,MIA,31,801,217,27,15
johnspo01w,2003,CLE,30,416,89,12,10
johnspo01w,2004,HOU,19,157,22,4,3
johnssh01w,1997,CLS,40,1275,409,69,6
johnssh01w,1998,CLS,44,1408,484,87,13
johnssh01w,1999,CLS,14,482,211,24,5
johnssh01w,1999,ORL,32,1147,447,54,12
johnssh01w,2000,ORL,32,1126,381,58,7
johnssh01w,2001,ORL,26,785,302,34,6
johnssh01w,2002,ORL,31,1110,499,51,7
johnssh01w,2003,CON,34,1107,420,44,3
johnssh01w,2004,SAS,31,954,287,48,4
johnssh01w,2005,SAS,34,1104,317,46,5
johnssh01w,2006,SAS,32,874,318,60,5
johnssh01w,2007,DET,33,559,193,20,2
johnssh01w,2008,HOU,33,1014,253,52,9
johnssh01w,2009,SEA,34,618,137,27,7
johnssh02w,2012,SAS,34,581,192,27,6
johnste01w,2005,WAS,34,973,315,44,1
johnste01w,2006,LAS,32,808,255,47,1
johnste01w,2007,LAS,11,206,70,8,1
johnste01w,2008,LAS,23,393,96,24,2
johnste01w,2009,PHO,34,901,328,29,4
johnste01w,2010,PHO,34,928,313,32,7
johnste01w,2011,PHO,30,717,192,24,5
johnste01w,2012,TUL,29,833,353,34,1
johnsti01w,1998,SAC,6,32,2,2,0
johnsti01w,2000,HOU,31,687,131,10,16
johnsti01w,2001,HOU,32,672,148,12,15
johnsti01w,2002,HOU,32,815,201,17,24
johnsti01w,2003,HOU,22,359,77,3,7
johnsti01w,2004,HOU,33,660,142,9,17
johnsti01w,2006,SEA,32,643,150,10,17
johnsvi01w,1997,NYL,26,789,247,19,4
johnsvi01w,1998,NYL,30,905,376,31,7
johnsvi01w,1999,NYL,32,1082,427,44,1
johnsvi01w,2000,NYL,31,1023,380,22,5
johnsvi01w,2001,NYL,32,939,353,35,4
johnsvi01w,2002,NYL,31,1028,359,27,4
johnsvi01w,2003,NYL,32,1042,430,29,7
johnsvi01w,2004,NYL,34,1119,321,25,4
johnsvi01w,2005,NYL,34,1023,353,23,2
johnsvi01w,2006,SAS,34,1004,337,28,3
johnsvi01w,2007,SAS,30,852,243,34,8
johnsvi01w,2008,SAS,32,892,213,26,5
johnsvi01w,2009,SAS,32,737,204,16,4
jollyke01w,1999,CLE,1,4,0,0,0
jonesas01w,2002,WAS,32,612,208,13,17
jonesas01w,2003,WAS,34,748,290,16,25
jonesas01w,2004,CON,34,699,235,20,18
jonesas01w,2005,CON,33,705,301,10,7
jonesas01w,2006,CON,34,777,377,23,20
jonesas01w,2007,CON,30,942,459,25,23
jonesas01w,2008,CON,33,963,561,20,26
jonesas01w,2009,CON,23,727,384,20,13
jonesas01w,2010,CON,30,774,323,13,13
jonesas01w,2011,CON,34,971,453,21,16
jonesas01w,2012,CON,20,558,243,19,11
jonesch01w,2004,DET,31,397,107,18,5
jonesch01w,2005,DET,21,329,125,13,2
jonesch01w,2005,MIN,10,281,81,13,3
jonesch01w,2006,MIN,6,38,17,1,0
jonesja01w,2000,MIA,21,233,68,8,0
jonesla01w,2000,CHA,9,54,19,0,1
jonesma01w,2010,TUL,33,311,111,18,7
jonesma01w,2011,TUL,14,91,10,7,2
jonesme01w,1997,CLE,28,589,229,23,3
jonesme01w,1998,CLE,30,683,286,32,3
jonesme01w,1999,CLE,32,853,347,41,5
jonesme01w,2000,CLE,32,948,352,29,2
jonesme01w,2001,CLE,30,998,404,29,4
jonesme01w,2002,CLE,32,1094,391,44,4
jonesme01w,2003,CLE,34,672,164,22,3
jonesme01w,2004,DET,33,517,180,19,2
jordapa01w,1998,PHO,6,30,15,0,0
jordapa01w,1998,SAC,18,247,59,14,12
joyneja01w,1997,RIC,17,95,16,2,0
kaplaan01w,1997,SJL,40,973,399,12,15
kaplaan01w,1998,SJL,40,449,144,8,11
kaplaan01w,1999,CHC,12,275,57,7,3
kausaan01w,1998,DET,10,58,14,3,0
kellycr01w,2008,SAC,33,551,243,18,5
kellycr01w,2009,DET,11,84,31,4,1
kellycr01w,2009,SAC,23,283,98,7,2
kellycr01w,2010,SAS,26,242,79,7,1
kingbsu01w,2005,MIN,3,17,3,0,1
kingija01w,2001,DET,29,625,169,31,8
kingija01w,2004,DET,5,15,3,0,0
kingija01w,2004,PHO,13,128,20,5,2
kingija01w,2006,SAS,18,115,25,6,0
kizerly01w,2012,PHO,15,234,107,6,2
klimezu01w,2002,IND,11,39,5,1,1
klimezu01w,2003,IND,1,3,2,0,0
kobryew01w,2011,SEA,18,123,26,5,6
kobryew01w,2012,SEA,33,438,158,16,14
koehnla01w,2005,WAS,30,230,113,2,0
koehnla01w,2006,WAS,32,161,71,2,2
koehnla01w,2007,WAS,28,109,40,0,0
koehnla01w,2008,WAS,30,144,71,0,0
koehnla01w,2012,ATL,23,112,41,2,0
korstil01w,2001,PHO,12,75,21,3,0
kossgr01w,1997,UTA,13,268,44,9,4
kostaan01w,2006,HOU,32,266,67,7,0
kostita01w,1997,PRT,36,436,104,10,4
kostita01w,1998,CLE,5,30,5,0,0
kostita01w,2000,MIA,5,46,7,2,0
kraayca01w,2005,NYL,17,196,69,4,8
kraayca01w,2006,NYL,34,903,298,16,15
kraayca01w,2007,NYL,34,967,366,32,20
kraayca01w,2008,NYL,34,961,326,28,26
kraayca01w,2009,NYL,34,888,307,22,13
kraayca01w,2010,CHI,34,722,178,21,19
kraayca01w,2011,CHI,33,681,195,21,8
kraayca01w,2012,ATL,33,507,152,14,16
kubikni01w,2000,PHO,4,19,6,0,0
kubikni01w,2001,PHO,3,21,2,4,0
kukloan01w,1998,PHO,29,340,97,18,4
kukloan01w,1999,PHO,5,13,0,0,0
laceyal01w,2010,SEA,21,144,16,6,1
lacyje01w,2006,PHO,33,504,162,12,12
lacyje01w,2007,PHO,20,94,35,3,0
lacyje01w,2008,ATL,33,605,189,18,6
lacyje01w,2009,ATL,32,362,96,9,7
lacyje01w,2010,TUL,24,402,167,19,7
lacyje01w,2011,TUL,34,653,213,20,17
lacyje01w,2012,TUL,26,573,222,16,9
lacyna01w,2010,TUL,16,293,101,23,3
lacyna01w,2011,LAS,29,394,145,28,9
lacyna01w,2012,WAS,20,259,77,13,5
lacyve01w,1997,SER,13,242,96,9,3
lacyve01w,1998,LON,41,904,420,26,27
lacyve01w,1999,NAS,15,232,113,9,4
lacyve01w,1999,NYL,17,111,32,3,4
lacyve01w,2000,NYL,2,18,6,0,0
lambesh01w,2002,CHA,3,16,2,1,0
lambesh01w,2003,DET,27,187,87,5,0
lambesh01w,2004,HOU,34,788,197,26,4
lambesh01w,2005,DET,12,152,33,8,1
lambmo01w,1998,HOU,30,649,161,24,21
lambmo01w,1999,HOU,3,36,13,0,2
lambmo01w,2000,HOU,13,140,26,2,4
langeme01w,1999,PHO,1,3,0,0,0
langhcr01w,2008,WAS,34,529,164,15,6
langhcr01w,2009,WAS,34,1013,408,34,13
langhcr01w,2010,WAS,34,1158,555,30,7
langhcr01w,2011,WAS,31,1063,563,39,15
langhcr01w,2012,WAS,31,999,456,46,4
langja01w,1997,SJL,29,254,128,8,1
larakr01w,1999,UTA,25,204,62,10,2
larkier01w,2008,NYL,27,335,129,10,7
larkier01w,2009,NYL,18,137,44,9,4
larkier01w,2012,IND,34,526,141,34,5
lassiam01w,2001,HOU,32,613,138,16,21
lassiam01w,2002,HOU,6,46,1,2,2
lassiam01w,2002,SEA,24,554,126,27,19
lassiam01w,2003,SEA,32,733,163,27,26
lassiam01w,2004,MIN,33,563,127,21,22
lassiam01w,2005,MIN,31,388,107,14,4
lassiam01w,2006,CHI,32,778,257,42,17
lattaiv01w,2007,DET,31,221,93,8,2
lattaiv01w,2008,ATL,34,960,388,45,1
lattaiv01w,2009,ATL,24,350,146,13,1
lattaiv01w,2010,TUL,18,517,224,18,2
lattaiv01w,2011,TUL,24,684,293,29,2
lattaiv01w,2012,TUL,34,962,487,31,3
lavenja01w,2011,LAS,33,487,217,6,12
lavenja01w,2012,LAS,34,490,189,9,18
lawsoed01w,2005,HOU,17,114,25,2,1
lawsoed01w,2005,NYL,2,12,2,0,0
lawsoed01w,2006,SEA,26,209,43,15,1
lawsoed01w,2008,SAS,30,280,100,12,0
lawsoed01w,2009,SAS,33,583,172,29,1
lawsoed01w,2010,SAS,33,724,216,35,2
lawsoka01w,2003,SAC,34,769,263,15,5
lawsoka01w,2004,SAC,34,827,294,21,8
lawsoka01w,2005,SAC,24,508,192,13,3
lawsoka01w,2006,SAC,34,749,277,20,4
lawsoka01w,2007,SAC,34,774,375,29,8
lawsoka01w,2008,SAC,32,829,391,28,2
lawsoka01w,2009,SAC,25,604,220,16,1
lawsoka01w,2010,CON,34,854,282,14,0
lawsoka01w,2011,CON,33,832,342,23,1
lawsoka01w,2012,CON,34,1,512,27,5
lazicka01w,2001,NYL,8,55,17,3,0
lehnish01w,2009,ATL,34,707,102,18,3
lehnish01w,2010,ATL,33,775,123,25,6
lehnish01w,2011,ATL,18,218,38,8,2
lennobe01w,2000,MIN,32,984,541,53,9
lennobe01w,2001,MIN,11,241,121,10,4
lennobe01w,2002,MIA,26,581,310,25,5
lennobe01w,2002,MIN,5,138,31,5,0
lennobe01w,2003,CLE,34,560,258,14,4
lennobe01w,2004,SEA,32,920,358,34,3
lennobe01w,2005,SEA,28,800,346,35,5
lennobe01w,2006,SEA,34,891,465,36,5
lennobe01w,2007,SEA,34,937,454,36,5
lennobe01w,2008,ATL,34,1010,595,45,3
lennobe01w,2009,LAS,30,640,306,26,4
lennobe01w,2010,LAS,11,128,54,2,0
lennobe01w,2011,TUL,9,55,17,2,0
leslili01w,1997,LAS,28,902,445,39,59
leslili01w,1998,LAS,28,898,549,42,60
leslili01w,1999,LAS,32,930,500,36,49
leslili01w,2000,LAS,32,1028,570,31,74
leslili01w,2001,LAS,31,1033,606,34,71
leslili01w,2002,LAS,31,1060,523,46,90
leslili01w,2003,LAS,23,792,424,31,63
leslili01w,2004,LAS,34,1150,598,50,98
leslili01w,2005,LAS,34,1096,517,67,71
leslili01w,2006,LAS,34,1043,680,51,57
leslili01w,2008,LAS,33,1059,497,49,97
leslili01w,2009,LAS,23,638,354,16,33
leuchye01w,2006,CHA,4,38,12,0,1
leuchye01w,2007,WAS,6,29,4,2,0
leuchye01w,2010,ATL,32,339,133,16,8
leuchye01w,2012,ATL,19,260,58,9,9
levanni01w,2001,LAS,13,67,20,5,1
levesni01w,1997,CHA,27,622,109,21,3
lewista01w,2002,SEA,14,57,18,2,0
lewisty01w,2001,HOU,29,419,97,11,4
lewisty01w,2002,HOU,17,145,34,3,3
lewisty01w,2003,CHA,23,234,70,10,6
lewisty01w,2004,CHA,34,617,246,27,7
lewisty01w,2005,CHA,10,166,47,3,3
lewisty01w,2005,MIN,11,90,28,3,1
lewisty01w,2006,MIN,19,202,46,12,5
liebena01w,1997,PHO,25,279,64,15,2
liebena01w,2008,DET,1,9,0,0,0
lilleta01w,2010,PHO,21,227,70,11,1
listr01w,1997,NEW,12,89,36,6,2
littlca01w,2007,SAS,34,711,132,30,11
littlca01w,2008,ATL,13,221,62,10,7
littlca01w,2008,SEA,19,442,185,18,6
littlca01w,2009,SEA,34,1044,341,39,13
littlca01w,2010,SEA,34,838,345,55,21
littlca01w,2011,SEA,33,887,318,45,22
littlca01w,2012,SEA,34,947,384,24,17
lloydan01w,1997,CLS,36,841,249,55,13
lloydan01w,1998,CLS,44,1238,353,75,10
lloydan01w,1999,CLS,11,113,34,5,2
lloydan01w,1999,MIN,32,899,214,30,12
lloydan01w,2000,MIN,14,333,75,12,2
lobore01w,1997,NYL,28,939,348,26,51
lobore01w,1998,NYL,30,875,350,17,33
lobore01w,1999,NYL,1,1,0,0,0
lobore01w,2001,NYL,16,85,17,2,0
lobore01w,2002,HOU,21,132,34,1,5
lobore01w,2003,CON,25,297,59,6,15
lovelst01w,1997,ATG,39,1029,503,44,52
lovelst01w,1998,ATG,44,1319,616,61,35
lovelst01w,1999,NEW,12,279,123,14,8
lovelst01w,2000,SEA,23,324,99,13,2
lovelst01w,2001,SEA,22,211,76,8,5
lovelst01w,2004,MIN,34,388,121,18,9
lovelst01w,2005,MIN,34,594,209,24,11
lovelst01w,2006,CHI,34,623,253,19,20
lovelst01w,2007,WAS,9,105,24,4,0
lovelst01w,2008,ATL,15,258,91,17,10
lovelst01w,2008,DET,7,44,10,1,0
luckepa01w,2001,PHO,1,8,0,0,1
luzhe01w,2001,WAS,32,489,164,28,5
luzhe01w,2002,WAS,32,474,187,18,5
luzhe01w,2003,WAS,20,165,59,6,2
lyttlsa01w,2005,HOU,33,460,140,20,3
lyttlsa01w,2006,HOU,29,380,106,25,4
lyttlsa01w,2007,HOU,31,506,183,37,20
lyttlsa01w,2008,HOU,27,489,222,40,27
lyttlsa01w,2009,ATL,34,931,443,68,22
lyttlsa01w,2010,ATL,32,930,411,55,20
lyttlsa01w,2011,ATL,22,577,221,52,12
lyttlsa01w,2012,ATL,34,1074,476,82,23
mabikmw01w,1997,LAS,21,325,126,23,6
mabikmw01w,1998,LAS,29,710,237,30,9
mabikmw01w,1999,LAS,32,938,347,44,15
mabikmw01w,2000,LAS,32,940,394,58,18
mabikmw01w,2001,LAS,28,828,313,39,11
mabikmw01w,2002,LAS,32,1050,539,38,9
mabikmw01w,2003,LAS,32,1042,441,30,18
mabikmw01w,2004,LAS,31,965,445,36,3
mabikmw01w,2005,LAS,17,367,99,15,0
mabikmw01w,2006,LAS,32,679,272,19,6
mabikmw01w,2007,LAS,33,762,267,28,4
mabikmw01w,2008,HOU,20,327,92,10,0
macchla01w,2004,LAS,25,410,152,21,6
macchla01w,2005,LAS,13,148,63,8,1
machacl01w,1998,SJL,44,938,403,46,10
machacl01w,1999,SJL,15,435,201,24,4
machacl01w,1999,LAS,28,245,74,8,3
machacl01w,2000,LAS,31,421,110,13,4
machacl01w,2001,CHA,30,580,163,16,16
machacl01w,2002,ORL,29,428,138,12,4
mahonme01w,2006,CON,31,351,76,7,1
mahonme01w,2007,CON,18,121,31,4,1
mahonsh01w,2000,NYL,15,158,27,2,1
mahonsh01w,2002,PHO,3,13,5,0,0
maigaha01w,2002,SAC,23,197,40,15,3
maigaha01w,2003,SAC,22,190,42,18,2
maigaha01w,2004,SAC,34,480,140,29,6
maigaha01w,2005,SAC,34,408,129,24,6
maigaha01w,2006,SAC,34,537,177,32,9
maigaha01w,2007,HOU,34,1008,310,57,3
maigaha01w,2008,HOU,26,590,202,33,8
maigaha01w,2009,SAC,34,676,303,31,8
maigaha01w,2010,MIN,34,467,108,13,5
malcona01w,1998,ATG,6,41,6,2,0
malcona01w,1999,SER,15,155,66,5,3
malcona01w,2001,IND,31,705,257,13,3
malcona01w,2002,IND,29,599,156,13,3
malloam01w,1998,PHR,31,196,33,8,0
malloso01w,2003,PHO,6,44,10,1,4
maltsev01w,2007,CON,26,482,147,20,2
mannish01w,1997,CHA,28,438,137,25,5
mannish01w,1998,CHA,30,575,162,32,7
mannish01w,1999,CHA,32,521,139,28,4
mannish01w,2000,MIA,24,403,103,23,4
mannkr01w,2005,MIN,24,185,71,8,1
mannkr01w,2006,MIN,33,894,245,19,7
mannkr01w,2007,MIN,34,882,258,31,7
mannkr01w,2008,ATL,13,223,45,8,4
mannkr01w,2008,IND,5,31,2,1,1
mannkr01w,2009,WAS,16,95,25,3,0
mannkr01w,2010,MIN,5,15,3,0,0
mapprh01w,1997,CHA,28,710,326,21,12
mapprh01w,1998,CHA,21,456,212,13,8
mapprh01w,1999,CHA,30,790,286,25,13
mapprh01w,2000,CHA,30,856,357,30,24
mapprh01w,2001,LAS,30,395,126,16,6
mapprh01w,2003,LAS,24,255,62,7,6
marcimi01w,1997,PRT,40,1112,427,60,4
marcimi01w,1998,PHR,35,699,211,39,7
marcimi01w,1999,NAS,15,390,142,19,0
marcimi01w,2000,POR,32,537,177,37,6
marcimi01w,2001,SEA,27,392,132,30,2
marcimi01w,2002,SEA,23,280,72,11,2
margiga01w,2010,MIN,4,12,2,1,1
martima01w,2000,MIN,30,456,132,17,13
martima01w,2001,MIN,31,494,95,17,15
martinu01w,2005,MIN,1,2,0,0,0
martinu01w,2010,MIN,15,128,27,5,0
mascira01w,2004,LAS,17,116,28,1,0
mascira01w,2005,LAS,33,463,122,15,1
mascira01w,2008,LAS,29,412,126,8,1
maslemi01w,1997,ATG,39,743,277,21,4
maslemi01w,1998,COL,19,45,9,0,0
matteca01w,2005,CHA,10,56,9,1,0
maxwean01w,1997,CLE,9,63,19,4,0
maxwemo01w,1999,WAS,20,141,34,5,1
maxwemo01w,2000,IND,32,1029,332,49,16
maxwemo01w,2001,IND,15,238,47,5,3
maxwemo01w,2002,IND,18,170,35,7,4
maytuet01w,1997,RIC,33,263,48,8,5
mazzake01w,2004,CHA,34,339,79,7,2
mazzake01w,2005,CHA,27,226,64,9,0
mazzake01w,2006,CHA,34,725,302,47,6
mazzake01w,2007,PHO,34,488,182,26,2
mazzake01w,2008,PHO,34,641,197,24,2
mazzake01w,2009,PHO,31,433,106,10,3
mazzake01w,2011,ATL,6,34,3,1,0
mccaibr01w,2002,CLE,31,392,83,11,3
mccaiti01w,2000,ORL,25,214,51,3,1
mccaiti01w,2001,ORL,32,442,97,10,8
mccaiti01w,2002,ORL,16,51,7,3,0
mccanra01w,2009,MIN,34,482,145,15,10
mccanra01w,2010,MIN,17,268,95,10,2
mccanra01w,2010,TUL,6,106,35,5,3
mccarja01w,2005,CHA,28,311,50,12,7
mccarja01w,2006,CHA,30,421,136,17,20
mccarja01w,2007,NYL,32,677,332,39,20
mccarja01w,2008,NYL,31,816,425,45,26
mccarja01w,2009,NYL,32,848,393,41,44
mccarja01w,2010,NYL,34,967,298,46,23
mccarjo01w,1999,CHC,6,45,16,3,1
mccarst01w,1999,CHA,30,563,159,19,2
mccarst01w,2000,IND,32,635,230,31,6
mccarst01w,2001,IND,30,504,169,26,14
mccarst01w,2003,IND,28,577,194,34,6
mccarst01w,2004,IND,22,450,91,24,5
mcclaka01w,1998,ATG,34,1032,414,30,39
mcconsu01w,1998,CLE,28,882,240,49,5
mcconsu01w,1999,CLE,18,511,108,10,2
mcconsu01w,2000,CLE,32,705,173,15,1
mccouan01w,2009,ATL,34,735,435,74,12
mccouan01w,2010,ATL,34,1044,716,66,21
mccouan01w,2011,ATL,33,921,712,72,32
mccouan01w,2012,ATL,24,718,514,60,27
mccrada01w,2011,CON,34,513,199,16,4
mccrada01w,2012,CON,28,389,135,17,0
mccrani01w,1997,CLS,40,1324,797,69,2
mccrani01w,1998,WAS,29,969,512,43,2
mccrani01w,1999,WAS,32,1043,561,34,1
mccrani01w,2000,WAS,32,1046,497,45,5
mccrani01w,2001,WAS,32,828,351,26,0
mccrani01w,2002,IND,32,1058,369,28,3
mccrani01w,2003,IND,34,734,131,37,2
mccrani01w,2004,PHO,27,371,69,7,0
mccrani01w,2005,SAS,23,302,38,11,0
mccrani01w,2006,CHI,11,86,22,7,1
mccrini01w,1998,ATG,32,643,161,30,4
mccrini01w,1998,LON,10,114,15,4,1
mccrini01w,2000,LAS,32,488,101,29,8
mccrini01w,2001,LAS,28,350,64,21,0
mccrini01w,2002,LAS,32,356,51,22,3
mccrini01w,2003,LAS,33,299,68,19,1
mcculda01w,1999,PRT,13,99,34,6,3
mcculda01w,2000,IND,29,456,175,16,22
mcculda01w,2001,IND,8,90,28,0,2
mcculda01w,2002,SEA,4,43,2,1,0
mcculda01w,2003,SEA,7,26,2,0,0
mcgeepa01w,1997,SAC,27,691,285,27,14
mcgeepa01w,1998,LAS,30,570,203,23,24
mcgheca01w,1997,ATG,26,641,212,26,6
mcgheca01w,1999,ORL,30,234,45,8,3
mcgheca01w,2000,ORL,32,408,87,21,5
mcgheca01w,2001,ORL,17,71,14,1,1
mcgheca01w,2002,ORL,2,4,5,0,0
mckivte01w,2003,CHA,31,341,105,14,24
mckivte01w,2004,CHA,9,77,35,2,6
mckivte01w,2005,CHA,31,362,113,14,18
mckivte01w,2007,PHO,2,5,0,0,1
mcwilta01w,1997,RIC,40,1287,521,83,58
mcwilta01w,1998,PHR,44,1352,471,54,42
mcwilta01w,1999,PHR,14,464,184,30,21
mcwilta01w,1999,ORL,32,1042,420,57,38
mcwilta01w,2000,ORL,32,1098,438,59,31
mcwilta01w,2001,ORL,32,1059,403,52,50
mcwilta01w,2002,ORL,13,383,110,19,14
mcwilta01w,2003,CON,34,983,354,43,33
mcwilta01w,2004,CON,34,1133,413,48,45
mcwilta01w,2005,CON,34,1083,471,37,25
mcwilta01w,2006,CON,32,996,410,35,31
mcwilta01w,2007,LAS,29,851,321,34,30
mcwilta01w,2008,DET,7,185,75,3,5
mcwilta01w,2008,WAS,26,862,347,44,25
mcwilta01w,2009,DET,34,1032,332,33,16
mcwilta01w,2010,NYL,34,994,362,47,30
mcwilta01w,2011,MIN,34,966,281,35,24
mcwilta01w,2012,MIN,33,879,276,34,46
melvich01w,1999,PHR,14,345,178,8,9
melvich01w,1999,CLE,32,709,259,20,22
melvich01w,2000,CLE,32,904,373,29,18
melvich01w,2001,CLE,27,754,266,24,16
melvich01w,2002,CLE,32,1055,399,28,18
melvich01w,2003,CLE,34,1061,444,28,22
melvich01w,2004,WAS,34,825,293,15,18
melvich01w,2005,WAS,34,1051,397,31,14
melvich01w,2006,WAS,34,999,405,34,26
melvich01w,2007,CHI,29,853,288,32,22
melvich01w,2007,WAS,3,82,34,6,0
melvich01w,2008,CHI,34,759,278,31,10
melvich01w,2009,WAS,34,756,201,34,29
melvich01w,2010,WAS,34,659,177,24,17
mendigi01w,2004,SAC,6,39,10,0,0
miaomi01w,2005,SAC,18,135,31,5,1
millebr01w,2009,DET,1,8,0,1,0
milleco01w,2001,WAS,20,137,34,6,0
milleco01w,2002,WAS,32,904,298,33,2
milleco01w,2003,WAS,33,1076,413,39,7
milleco01w,2004,WAS,33,637,160,18,3
milleco01w,2005,WAS,34,500,153,26,3
milleco01w,2006,WAS,34,658,206,34,4
milleco01w,2007,WAS,30,455,120,19,2
milleco01w,2008,WAS,34,710,179,26,5
milleco01w,2009,ATL,34,407,131,12,2
milleco01w,2010,ATL,27,198,85,5,0
milleco01w,2011,ATL,31,538,227,18,1
milleco01w,2012,LAS,10,141,26,2,0
milleke01w,2001,CHA,26,225,55,9,0
milleke01w,2002,CHA,32,554,211,22,1
milleke01w,2003,CHA,34,523,189,18,2
milleke01w,2004,IND,34,1096,348,37,5
milleke01w,2005,IND,34,1057,348,40,2
milleke01w,2006,PHO,27,814,296,28,6
milleke01w,2007,PHO,34,1040,321,42,5
milleke01w,2008,PHO,34,945,283,22,4
milleke01w,2009,MIN,34,675,150,24,2
milleke01w,2010,ATL,30,493,107,23,2
milleke01w,2011,WAS,34,943,251,23,8
milleke01w,2012,NYL,11,82,11,3,0
millsta01w,1999,CHC,11,116,25,2,3
millsta01w,2000,WAS,31,295,130,10,8
millsta01w,2001,WAS,30,319,64,14,4
millsta01w,2002,WAS,4,17,0,1,0
millsta01w,2003,SAS,29,185,58,4,2
millsta01w,2007,DET,5,51,15,0,0
miltode01w,1998,PRT,44,1235,376,66,18
miltode01w,1999,PRT,13,380,155,31,9
miltode01w,1999,LAS,32,835,318,47,17
miltode01w,2000,LAS,32,983,378,44,29
miltode01w,2001,LAS,32,938,330,49,29
